name,sku,description,image_url,product_url,category
Tracciatore 6:1,dwht47399-0,"Tracciatore 6:1

Tracciatore con meccanismo di riavvolgimento rapido 6:1 DEWALT, adatto ad una grande varietà di impieghi. Con ingranaggio planetario per maggior durata del meccanismo di avvolgimento. Apertura extra large per un rapido rabbocco del tracciatore.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT47399-0/DWHT47399-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht47399-0/tracciatore-61?tid=572561,N/A
Coltello sport pieghevole,dwht0-10313,"Coltello sport pieghevole

Il coltello sport pieghevole DEWALT ha una lama in acciaio Inox uso intenso di lunga durata. La lama seghettata permette di tagliare senza sforzo una grande varietà di materiali. Dotato di spella cavi per cavi da 12 / 14 gauge",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-10313/DWHT0-10313_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-10313/coltello-sport-pieghevole?tid=572561,N/A
Set 3 cacciachiodi,dwht0-58018,"Set 3 cacciachiodi

Set 3 cacciachiodi. Composizione del set: mm 0,8-1,5-2,4 Impugnatura Bi Material offre grande comfort e assorbe i colpi.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-58018/DWHT0-58018_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-58018/set-3-cacciachiodi?tid=572561,N/A
Livella Torpedo 250mm,dwht0-43003,"Livella Torpedo 250mm

Livella Torpedo DEWALT 250, in alluminio estruso robusta e di lunga durata. Base con scanalatura a V per uso su superfici rotonde.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-43003/DWHT0-43003_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-43003/livella-torpedo-250mm?tid=572561,N/A
"Mazza EXOCORE® 4,5 kg",dwht56029-0,"Mazza EXOCORE® 4,5 kg

Mazza DEWALT EXOCORE® da 4,5 kg con impugnatura in fibra composita di carbonio con elemento di protezione nel punto di maggiore criticità. Battente smussato per una precisa trasmissione della forza.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT56029-0/DWHT56029-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht56029-0/mazza-exocore-45-kg?tid=572561,N/A
Cutter autobloccante da 18mm con serbatoio,dwht0-10249,"Cutter autobloccante da 18mm con serbatoio

Il cutter DEWALT da 18mm ha un cursore autobloccante per una veloce regolazione della lama. Dotato di elemento spezza lama integrato per una lama sempre affilata. Caricamento automatico della lama. Il serbatoio può contenere fino a 6 lame. Il cutter viene fornito con 3 lame CARBIDE, 10 volte più durevoli di una lama standard al carbonio.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-10249/DWHT0-10249_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-10249/cutter-autobloccante-da-18mm-con-serbatoio?tid=572561,N/A
Cesoia da lattoniere taglio destro,dwht14674-0,"Cesoia da lattoniere taglio destro

Le cesoie da lattoniere DEWALT presentano una minor apertura delle impugnature che consentono un minor sforzo nel taglio dei materiali. Questo utensile viene tradizionalmente usato per il taglio di fogli di alluminio, rivestimenti in vinile, lastre di cartongesso, cuoio, rame e fogli di metallo da 22-Gauge. La forma innovativa delle punte permette un taglio pulito. Le impugnature Bi Material assicurano una presa confortevole",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT14674-0/DWHT14674-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht14674-0/cesoia-da-lattoniere-taglio-destro?tid=572561,N/A
Livella a sezione rettangolare 120 cm,dwht0-43248,"Livella a sezione rettangolare 120 cm

La livella DEWALT  da 120 cm a sezione rettangolare garantisce precisione e durata grazie alle fiale antichoc e alla struttura in metallo robusta con estremità rivestite in gomma",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-43248/DWHT0-43248_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-43248/livella-sezione-rettangolare-120-cm?tid=572561,N/A
Confezione 3 lame a spezzare 18 mm,dwht11719-0,"Confezione 3 lame a spezzare 18 mm

Le lame a spezzare DEWALT  consentono di avere sempre una lama  perfettamente affilata",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT11719-0/DWHT11719-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht11719-0/confezione-3-lame-spezzare-18-mm?tid=572561,N/A
Flacone polvere blu 225 g,dwht47049-9,"Flacone polvere blu 225 g

Flacone polvere blu 225 g DEWALT. Bottiglia con forma ovale che non rotola sulle superficie di lavoro. Ampia apertura per facilitare la fuoriuscita della polvere.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT47049-9/DWHT47049-9_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht47049-9/flacone-polvere-blu-225-g?tid=572561,N/A
Levachiodi tipo giapponese 254mm,dwht0-55524,"Levachiodi tipo giapponese 254mm

Il levachiodi giapponese DEWALT da 254mm ha una superficie battente extra large che migliora la precisione del colpo e previene danni al legno",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-55524/DWHT0-55524_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-55524/levachiodi-tipo-giapponese-254mm?tid=572561,N/A
Metro a nastro premium da 10 m,dwht0-36116,"Metro a nastro premium da 10 m

The DEWALT® 10m Premium Tape Measure is ideal for heavy-duty commercial framing and other construction measuring tasks. This tape has been put to the test and features a reinforced tough case for added protection and durability and cast metal impact plate to absorb shock when dropped. It also features extensive rubber over-molding to improve grip. Our innovative TRUE-ZERO® large hook offers ultimate grip and accuracy. The 32mm coated blade has a 4m Standout, ideal for when working alone.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-36116/DWHT0-36116_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-36116/metro-nastro-premium-da-10-m?tid=572561,N/A
Pinza poligrip con ganascia a V mm 250,dwht0-74431,"Pinza poligrip con ganascia a V mm 250

La pinza poligrip DEWALT 250 mm è dotata di ganasce lunghe che consentono una superficie  di serraggio più ampia. L'apertura della ganasce consente di operare su bulloni o tubi più larghi rendendola un utensile indispensabile. Impugnatura Bi Material per maggior confort e controllo.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-74431/DWHT0-74431_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-74431/pinza-poligrip-con-ganascia-v-mm-250?tid=572561,N/A
Livella a sezione rettangolare 60cm,dwht0-43224,"Livella a sezione rettangolare 60cm

La livella DEWALT  da 60 cm a sezione rettangolare garantisce precisione e durata grazie alle fiale antichoc e alla struttura in metallo robusta con estremità rivestite in gomma",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-43224/DWHT0-43224_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-43224/livella-sezione-rettangolare-60cm?tid=572561,N/A
Segaccio per legno 500mm,dwht0-20545,"Segaccio per legno 500mm

Il segaccio per legno DEWALT da 500mm ha una tripla affilatura dei denti che consente un taglio più rapido del 50% rispetto ad una lama tradizionale. La dentatura temprata ad induzione mantiene l'affilatura più a lungo. Il rivestimento della lama Tough Coat™ conferisce maggior durata alla lama, diminuisce la frizione e facilita il controllo durante il taglio.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-20545/DWHT0-20545_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-20545/segaccio-legno-500mm?tid=572561,N/A
Morsetto a barra XL 600 mm,dwht0-83186,"Morsetto a barra XL 600 mm

Il morsetto a barra DEWALT da 600 mm è versatile e semplice da utilizzare. La struttura in nylon rinforzato e la barra in acciaio temprato garantiscono robustezza e durata. Con una pressione di serraggio di 270 kg, una profondità di 95 mm. Il pulsante di rilascio consente di trasformare il morsetto in allargatore. Il rivestimento delle ganasce è removibile per non lasciare segni sul materiale",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-83186/DWHT0-83186_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-83186/morsetto-barra-xl-600-mm?tid=572561,N/A
Levachiodi tipo americano 300mm,dwht55518-1,"Levachiodi tipo americano 300mm

Levachiodi tipo americano DEWALT 300mm  a sezione piatta. Con estremità ampie per maggiore leva. Le estremità possono essere utilizzate come levachiodo o levagraffe.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT55518-1/DWHT55518-1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht55518-1/levachiodi-tipo-americano-300mm?tid=572561,N/A
Confezione 10 lame a trapezio grande,dwht11004-2,"Confezione 10 lame a trapezio grande

Le lame a trapezio DEWALT garantiscono lunga durata e una perfetta affilatura. Utilizzabili sulla maggior parte dei coltelli. Ogni confezione contiene 10 lame.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT11004-2/DWHT11004-2_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht11004-2/confezione-10-lame-trapezio-grande?tid=572561,N/A
Cesoia da lattoniere taglio sinistro,dwht14673-0,"Cesoia da lattoniere taglio sinistro

Le cesoie da lattoniere DEWALT presentano una minor apertura delle impugnature che consentono un minor sforzo nel taglio dei materiali. Questo utensile viene tradizionalmente usato per il taglio di fogli di alluminio, rivestimenti in vinile, lastre di cartongesso, cuoio, rame e fogli di metallo da 22-Gauge. La forma innovativa delle punte permette un taglio pulito. Le impugnature Bi Material assicurano una presa confortevole",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT14673-0/DWHT14673-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht14673-0/cesoia-da-lattoniere-taglio-sinistro?tid=572561,N/A
"Mazza EXOCORE® 3,6 kg",dwht56028-0,"Mazza EXOCORE® 3,6 kg

Mazza DEWALT EXOCORE® da 3,6 kg con impugnatura in fibra composita di carbonio con elemento di protezione nel punto di maggiore criticità. Battente smussato per una precisa trasmissione della forza.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT56028-0/DWHT56028-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht56028-0/mazza-exocore-36-kg?tid=572561,N/A
Rotella metrica nastro in fiberglass 30 m,dwht34218-0,"Rotella metrica nastro in fiberglass 30 m

Rotella metrica DEWALT da 30 m con nastro in Fiberglass e manovella per il riavvolgimento rapido con rapporto 3:1 Struttura robusta per  uso intenso. Ideale per geometri, periti e molte altre applicazioni.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT34218-0/DWHT34218-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht34218-0/rotella-metrica-nastro-fiberglass-30-m?tid=572561,N/A
Graffatrice /  Chiodatrice uso intenso,dwhttr350-0,"Graffatrice /  Chiodatrice uso intenso

La Graffatrice /  Chiodatrice DEWALT per uso intenso  ha una struttura in alluminio leggero e durevole. Pressione facilitata, riduce lo sforzo necessario per imprimere il colpo. Meccanismo anti inceppamento dei punti.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHTTR350-0/DWHTTR350-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwhttr350-0/graffatrice-chiodatrice-uso-intenso?tid=572561,N/A
Set di 6 giraviti,dwht0-62056,"Set di 6 giraviti

Set 6 giraviti DEWALT  con lama esagonale in acciaio ad alte prestazioni. Punta FULL FIT per una presa perfetta che garantisce una maggiore superficie di contatto. Impugnatura quadrilobata per comfort e capacità di serraggio ottimali.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-62056/DWHT0-62056_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-62056/set-di-6-giraviti?tid=572561,N/A
Set 2 giraviti,dwht0-62057,"Set 2 giraviti

Set 2 giraviti DEWALT  con lama esagonale in acciaio ad alte prestazioni. Punta FULL FIT per una presa perfetta che garantisce una maggiore superficie di contatto. Impugnatura quadrilobata per comfort e capacità di serraggio ottimali.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-62057/DWHT0-62057_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-62057/set-2-giraviti?tid=572561,N/A
Coltello multiruolo a  lama fissa,dwht1-10354,"Coltello multiruolo a  lama fissa

Il coltello multiruolo DEWALT  è dotato di lama in acciaio inox da 90 mm e fodero in plastica. Impugnatura in gomma di grande comfort e per una presa ottimale e asola per laccetto.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT1-10354/DWHT1-10354_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht1-10354/coltello-multiruolo-lama-fissa?tid=572561,N/A
Set 22 pezzi chiavi a bussola attacco 1/2'',dwmt19241-1,"Set 22 pezzi chiavi a bussola attacco 1/2''

Il set 22 pezzi chiavi a bussola attacco 1/2'' DEWALT  comprende una ampia scelta di chiavi a bussola ed accessori. Bussole con profilo DirectTorque™ che riduce la possibilità di arrotondamento dei bulloni.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWMT19241-1/DWMT19241-1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwmt19241-1/set-22-pezzi-chiavi-bussola-attacco-12?tid=572561,N/A
DWMT19237-1,dwmt19237-1,"DWMT19237-1

Il set 18 pezzi chiavi combinate DEWALT con finitura cromata, offre una ampia scelta misure per ogni tipo di applicazione. Profilo dell'anello  con tecnologia DirectTorque™ che riduce la possibilità di arrotondamento dei bulloni.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWMT19237-1/DWMT19237-1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwmt19237-1/dwmt19237-1?tid=572561,N/A
Set 7 pezzi chiavi a bussola macchina attacco 1/2'',dwmt74737-0,"Set 7 pezzi chiavi a bussola macchina attacco 1/2''

The DEWALT® 7 Piece Deep Impact Socket set offers a variety of impact sockets for any user need. The set comes in a lockable stacking case for easy storage.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWMT74737-0/DWMT74737-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwmt74737-0/set-7-pezzi-chiavi-bussola-macchina-attacco-12?tid=572561,N/A
Set 10 pezzi accessori macchina attacco misto 3/8'' e 1/2'',dwmt74741-0,"Set 10 pezzi accessori macchina attacco misto 3/8'' e 1/2''

Il Set DEWALT 10 pezzi accessori macchina attacco misto 3/8'' e 1/2''offre una grande scelta di accessori per ogni utilizzo. la finitura nera garantisce durata e resistenza alla corrosione. La valigetta protegge il contenuto e  consente la trasportabilità.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWMT74741-0/DWMT74741-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwmt74741-0/set-10-pezzi-accessori-macchina-attacco-misto-38-e-12?tid=572561,N/A
Set 7 pezzi chiavi a cricchetto corte,dwmt19261-0,"Set 7 pezzi chiavi a cricchetto corte

Il set 7 pezzi chiavi a cricchetto corte DEWALT comprende una ampia scelta di misure. Finitura cromata. Cricchetto a 72 denti con angolo di ripresa di 5°.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWMT19261-0/DWMT19261-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwmt19261-0/set-7-pezzi-chiavi-cricchetto-corte?tid=572561,N/A
"Set 205 pezzi chiavi a bussola attacco misto 1/4'', 3/8'' e 1/2'' - misure metriche e pollici",dwmt81534-1,"Set 205 pezzi chiavi a bussola attacco misto 1/4'', 3/8'' e 1/2'' - misure metriche e pollici

The DEWALT® 205-piece tool set includes the ratchets and sockets you need for almost any mechanical job. It also comes with a bit driver, specialty and nut bits, combination wrenches, and hex keys. The set comes in a durable blow-molded case with metal latches for security. This set of tools is built to meet the demands of hard-working professionals with a full-polish finish that provides corrosion resistance.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWMT81534-1/DWMT81534-1_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwmt81534-1/set-205-pezzi-chiavi-bussola-attacco-misto-14-38-e-12-misure-metriche-e-pollici?tid=572561,N/A
Martello XP grande velocità 340 g,dwht51135-0,"Martello XP grande velocità 340 g

Il martello DEWALT grande velocità da 340 g ha una potenza pari ad un martello da 567 g. Completamente in acciaio di grande durata . Incavo portachiodo magnetico per utilizzo con una mano.L'impugnatura assorbe le vibrazioni per maggior comfort dell'utilizzatore. La penna può essere utilizzata anche per l'estrazione dei chiodi.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT51135-0/DWHT51135-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht51135-0/martello-xp-grande-velocita-340-g?tid=572561,N/A
Giravite porta inserti a cricchetto con barra telescopica,dwht0-66567,"Giravite porta inserti a cricchetto con barra telescopica

Giravite porta inserti a cricchetto DEWALT con barra telescopica. Punte progettate con precisione per un perfetto serraggio. La barra telescopica consente la regolazione in lunghezza. Dotato di punta magnetica.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT0-66567/DWHT0-66567_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht0-66567/giravite-porta-inserti-cricchetto-con-barra-telescopica?tid=572561,N/A
Treppiede regolabile 1/4,de0733-xj,"Treppiede regolabile 1/4

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0733-XJ/DE0733_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0733-xj/treppiede-regolabile-14?tid=572561,N/A
1 Inserto PZ2 Flex Torq - Lunghezza 152mm,dt7801t-qz,"1 Inserto PZ2 Flex Torq - Lunghezza 152mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT7801T-QZ/DT7801T_2.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt7801t-qz/1-inserto-pz2-flex-torq-lunghezza-152mm?tid=572561,N/A
1 Inserto T25 Flex Torq - Lunghezza 152mm,dt7803t-qz,"1 Inserto T25 Flex Torq - Lunghezza 152mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT7803T-QZ/DT7803T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt7803t-qz/1-inserto-t25-flex-torq-lunghezza-152mm?tid=572561,N/A
1 Inserto PH2 Flex Torq - Lunghezza 152mm,dt7800t-qz,"1 Inserto PH2 Flex Torq - Lunghezza 152mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT7800T-QZ/DT7800T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt7800t-qz/1-inserto-ph2-flex-torq-lunghezza-152mm?tid=572561,N/A
1 Inserto T30 Flex Torq - Lunghezza 152mm,dt7804t-qz,"1 Inserto T30 Flex Torq - Lunghezza 152mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT7804T-QZ/DT7804T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt7804t-qz/1-inserto-t30-flex-torq-lunghezza-152mm?tid=572561,N/A
1 Inserto T20 Flex Torq - Lunghezza 152mm,dt7802t-qz,"1 Inserto T20 Flex Torq - Lunghezza 152mm

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT7802T-QZ/DT7802T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt7802t-qz/1-inserto-t20-flex-torq-lunghezza-152mm?tid=572561,N/A
"1/4"" Thread Mini Tripod",de0881t-xj,"1/4"" Thread Mini Tripod

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0881T-XJ/DE0881T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0881t-xj/14-thread-mini-tripod?tid=572561,N/A
Martello XP Martello gr. 454,dwht51003-0,"Martello XP Martello gr. 454

Con questo martello d'acciaio da 16 oz. Martello in acciaio Rip Claw da 16 once. Questo martello multifunzione è ideale per una serie di applicazioni, tra cui spaccare, demolire e fare leva. Il suo design bilanciato consente un'oscillazione fluida e costante, mentre la tecnologia Tri-Pull aiuta a rimuovere punti metallici, chiodi per intelaiatura e chiodi di finitura. Il martello ad alta resistenza è costruito in un unico pezzo d'acciaio per garantire prestazioni di lunga durata ed è dotato di un avviamento magnetico integrato per il posizionamento dei chiodi con una sola mano.",https://bynder.sbdinc.com/m/1618fe9c181efaa9/Web_Large-DW_dewalt-product-fallbackat3x_LBL1.jpg,https://www.dewalt.it/prodotto/dwht51003-0/martello-xp-martello-gr-454?tid=572561,N/A
Cesoie da lattoniere taglio diritto,dwht14675-0,"Cesoie da lattoniere taglio diritto

Le cesoie da lattoniere DEWALT presentano una minor apertura delle impugnature che consentono un minor sforzo nel taglio dei materiali. Questo utensile viene tradizionalmente usato per il taglio di fogli di alluminio, rivestimenti in vinile, lastre di cartongesso, cuoio, rame e fogli di metallo da 22-Gauge. La forma innovativa delle punte permette un taglio pulito. Le impugnature Bi Material assicurano una presa confortevole",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT14675-0/DWHT14675-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht14675-0/cesoie-da-lattoniere-taglio-diritto?tid=572561,N/A
Asta graduata combinata,de0737-xj,"Asta graduata combinata

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0737-XJ/DE0737-XJ_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0737-xj/asta-graduata-combinata?tid=572561,N/A
Laser a Linea 720 XR Litio 10.8V 2.0Ah Raggio Verde,dce0811d1g-qw,"Laser a Linea 720 XR Litio 10.8V 2.0Ah Raggio Verde

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE0811D1G-QW/DCE0811D1G_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce0811d1g-qw/laser-linea-720-xr-litio-108v-20ah-raggio-verde?tid=572561,N/A
"SISTEMA FLIP & DRIVE set composto da 15 pezzi assortiti: punte per forare, svasare 6, 8, 10, 12. Inserti 25mm: PH1 x 1, PH2 x 2, PZ2 x 3, PZ3 x 2, T15 x 1, T20 x 2, T25 x 2, T30 x 2, connettore attacco rapido",dt70779t-qz,"SISTEMA FLIP & DRIVE set composto da 15 pezzi assortiti: punte per forare, svasare 6, 8, 10, 12. Inserti 25mm: PH1 x 1, PH2 x 2, PZ2 x 3, PZ3 x 2, T15 x 1, T20 x 2, T25 x 2, T30 x 2, connettore attacco rapido

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DT70779T-QZ/DT70779T_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dt70779t-qz/sistema-flip-drive-set-composto-da-15-pezzi-assortiti-punte-forare-svasare-6-8-10-12-inserti-25mm-ph1-x-1-ph2-x-2-pz2-x-3-pz3-x-2-t15-x-1-t20-x-2-t25-x-2-t30-x-2-connettore-attacco-rapido?tid=572561,N/A
DCD999 + DCF850 with 2 x PS 5Ah,dck2052h2t-qw,"DCD999 + DCF850 with 2 x PS 5Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCK2052H2T-QW/DCK2052H2T_K1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dck2052h2t-qw/dcd999-dcf850-2-x-ps-5ah?tid=572561,N/A
Martello graffatore in fibra composita di carbonio,dwht75900-0,"Martello graffatore in fibra composita di carbonio

Martello graffatore DEWALT in fibra composita di carbonio ha una struttura leggera che riduce le vibrazioni e permette all'utilizzatore di lavorare più a lungo con meno sforzo.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT75900-0/DWHT75900-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht75900-0/martello-graffatore-fibra-composita-di-carbonio?tid=572561,N/A
Martello XP 567 g,dwht51380-0,"Martello XP 567 g

The DEWALT® 567g (20 oz.) 1 pc. Steel Hammer ideal for your next finishing or framing job. With its updated technology, this hammer offers less sting to help reduce arm fatigue and  improved grip durability. This hammer has a thick, heat-treated shaft for added durability in tough conditions. Quickly remove finish, framing and large construction nails as well as staples with its versatile pulling features.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT51380-0/DWHT51380-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht51380-0/martello-xp-567-g?tid=572561,N/A
Martello XP 624 g,dwht51381-0,"Martello XP 624 g

Il Martello DEWALT  XP 624 g è ideale per i lavori di finitura. Con impugnatura estremamente robusta che riduce significativamente le vibrazioni. Manico a sezione maggiorata in acciaio temprato per maggior durata, resistente anche agli impieghi più pesanti. Sezione del manico ottimizzata che disperde le vibrazioni in maniera più efficace. Tre incavi per l'estrazione dei chiodi di 3 diverse dimensioni.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT51381-0/DWHT51381-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht51381-0/martello-xp-624-g?tid=572561,N/A
Martello XP 454 g,dwht51379-0,"Martello XP 454 g

Il Martello DEWALT  XP 454 g è ideale per i lavori di finitura. Con impugnatura estremamente robusta che riduce significativamente le vibrazioni. Manico a sezione maggiorata in acciaio temprato per maggior durata, resistente anche agli impieghi più pesanti. Sezione del manico ottimizzata che disperde le vibrazioni in maniera più efficace. Tre incavi per l'estrazione dei chiodi di 3 diverse dimensioni.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DWHT51379-0/DWHT51379-0_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dwht51379-0/martello-xp-454-g?tid=572561,N/A
Treppiede telescopico per laser,de0735-xj,"Treppiede telescopico per laser

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0735-XJ/DE0735_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0735-xj/treppiede-telescopico-laser?tid=572561,N/A
Treppiede per livella laser,de0736-xj,"Treppiede per livella laser

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0736-XJ/DE0736_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0736-xj/treppiede-livella-laser?tid=572561,N/A
Staffa graduata,de0734-xj,"Staffa graduata

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DE0734-XJ/DE0734_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/de0734-xj/staffa-graduata?tid=572561,N/A
Laser rotante con raggio rosso 18V,dce080d1rs-qw,"Laser rotante con raggio rosso 18V

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE080D1RS-QW/DCE080D1RS_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce080d1rs-qw/laser-rotante-con-raggio-rosso-18v?tid=572561,N/A
Laser rotante raggio verde 18V XR  Tool Connect - 1 X 2Ah,dce080d1gs-qw,"Laser rotante raggio verde 18V XR  Tool Connect - 1 X 2Ah

",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DCE080D1GS-QW/DCE080D1GS_1.jpg?resize=530x530,https://www.dewalt.it/prodotto/dce080d1gs-qw/laser-rotante-raggio-verde-18v-xr-tool-connect-1-x-2ah?tid=572561,N/A
Misuratore laser di distanze - 50 metri,dw03050-xj,"Misuratore laser di distanze - 50 metri

The DEWALT DW03050 laser distance measure has a range of up to 50 metres and an accuracy of +/-1.5mm. The measure provides distance, area, volume and indirect height (Pythagoras) calculations. Durable design with IP 54 rated water and debris resistance. Use with DEWALT Tool Connect App for more applications.",https://www.dewalt.it/EMEA/PRODUCT/IMAGES/HIRES/DW03050-XJ/DW03050.jpg?resize=530x530,https://www.dewalt.it/prodotto/dw03050-xj/misuratore-laser-di-distanze-50-metri?tid=572561,N/A
